customer_id,age,gender,city,occupation,annual_income_inr,credit_score,num_credit_cards,debt_to_income,avg_monthly_spend_inr,late_payments_12m,has_loan,loan_amount_inr,loan_term_months,existing_customer_years,products_owned,defaulted,churned,customer_segment
1873,49,Male,Hyderabad,Self-Employed,914800,609,2,0.29,25100,2,1,50000,200,1.4,2,1,0,Standard
1874,66,Male,Hyderabad,Senior Professional,585900,659,4,0.27,30930,2,0,0,0,1.1,2,0,0,Standard
1875,39,Male,Delhi,Unemployed,1694500,661,2,0.25,56560,2,1,265400,47,1.2,2,0,0,Silver
1876,24,Male,Chennai,Manager,793900,555,0,0.34,57860,1,1,920400,17,2.9,1,1,0,Standard
1877,30,Female,Kolkata,Retired,945400,775,2,0.41,19570,1,1,911100,102,1.3,5,0,0,Standard
1878,64,Male,Lucknow,Unemployed,739300,665,1,0.5,80920,1,0,0,0,0.4,3,0,0,Silver
1879,55,Female,Ahmedabad,Self-Employed,1076000,666,3,0.29,7950,1,1,246200,184,1.9,3,0,1,Standard
1880,23,Male,Jaipur,Junior Professional,1394000,710,6,0.28,1000,0,0,0,0,3.9,3,0,0,Standard
1881,38,Male,Lucknow,Unemployed,1565500,555,2,0.01,69450,3,1,1526800,69,3.3,4,0,0,Standard
1882,31,Male,Kolkata,Junior Professional,595100,754,1,0.5,49570,0,1,413600,228,4.9,0,0,0,Standard
1883,27,Female,Jaipur,Senior Professional,1340300,764,2,0.16,38710,1,1,878300,49,7.4,3,0,0,Gold
1884,62,Female,Hyderabad,Senior Professional,1119900,691,2,0.38,51200,2,1,492900,213,5.1,1,1,0,Silver
1885,50,Female,Ahmedabad,Senior Professional,1289800,717,2,0.36,21420,1,0,0,0,0.7,4,0,0,Silver
1886,27,Male,Kolkata,Junior Professional,863200,654,3,0.44,1000,2,0,0,0,7.5,1,0,0,Standard
1887,51,Male,Chennai,Junior Professional,825200,749,1,0.21,26010,1,1,575000,228,3.8,3,0,0,Silver
1888,39,Male,Kolkata,Self-Employed,1274300,614,1,0.39,21060,0,1,812100,121,5.0,5,0,0,Standard
1889,21,Female,Ahmedabad,Self-Employed,1281900,677,4,0.52,15230,1,1,506500,103,5.4,4,0,0,Standard
1890,41,Male,Chennai,Retired,1526300,682,1,0.35,22950,2,1,831300,111,4.9,1,0,0,Silver
1891,27,Female,Jaipur,Unemployed,979400,677,2,0.21,23230,2,1,527700,71,10.0,3,1,0,Silver
1892,30,Female,Mumbai,Senior Professional,857200,766,2,0.14,25560,1,1,1676800,173,3.8,2,0,0,Silver
1893,63,Female,Hyderabad,Self-Employed,120000,855,1,0.5,42620,0,1,632800,108,7.3,2,0,0,Standard
1894,54,Female,Hyderabad,Manager,255500,671,4,0.27,46160,1,1,524600,166,4.3,5,0,0,Standard
1895,24,Male,Jaipur,Junior Professional,742300,718,2,0.29,40990,0,0,0,0,4.5,2,0,0,Silver
1896,62,Female,Pune,Retired,459600,616,2,0.62,1000,1,0,0,0,3.2,5,0,0,Standard
1897,47,Male,Lucknow,Retired,1225700,763,2,0.43,14650,1,1,1156800,179,0.0,2,0,0,Standard
1898,63,Female,Lucknow,Junior Professional,376000,639,1,0.46,14930,1,1,701600,212,6.1,3,0,0,Standard
1899,56,Female,Chennai,Unemployed,699500,900,0,0.52,58930,2,1,600700,235,6.5,2,1,0,Silver
1900,35,Male,Ahmedabad,Student,715200,546,2,0.13,18030,1,1,1241100,196,0.0,3,0,0,Standard
1901,45,Female,Bengaluru,Retired,1381900,852,1,0.5,1000,3,1,1584600,33,4.1,3,0,0,Standard
1902,45,Male,Delhi,Manager,656700,759,2,0.52,48780,0,0,0,0,4.5,4,0,0,Silver
1903,55,Male,Chennai,Junior Professional,1081000,590,1,0.27,36820,1,0,0,0,4.2,2,0,0,Standard
1904,30,Female,Hyderabad,Unemployed,978300,866,8,0.41,85290,0,0,0,0,5.6,2,0,0,Silver
1905,35,Male,Ahmedabad,Manager,1261300,606,4,0.44,7380,0,0,0,0,2.9,2,0,0,Standard
1906,30,Female,Pune,Student,1240100,655,0,0.24,30640,1,1,2508400,60,4.8,4,0,0,Silver
1907,33,Female,Delhi,Self-Employed,886600,576,1,0.43,14260,0,1,588400,40,9.8,1,1,0,Standard
1908,26,Female,Chennai,Self-Employed,221500,668,1,0.24,14300,3,0,0,0,0.0,2,0,1,Standard
1909,19,Male,Chennai,Senior Professional,807300,676,1,0.63,18550,0,0,0,0,5.9,5,0,0,Standard
1910,66,Male,Mumbai,Self-Employed,892000,746,2,0.34,13030,2,1,943100,158,3.1,0,0,1,Standard
1911,21,Female,Pune,Student,1014400,875,1,0.39,38720,1,0,0,0,2.6,4,0,0,Gold
1912,64,Male,Lucknow,Junior Professional,605000,639,2,0.12,36260,1,1,967300,57,8.4,4,0,0,Standard
1913,18,Female,Jaipur,Self-Employed,1356400,460,2,0.37,34370,1,0,0,0,4.4,4,0,1,Standard
1914,58,Male,Lucknow,Junior Professional,905400,732,1,0.47,60370,2,1,766700,180,3.6,2,0,0,Silver
1915,35,Male,Jaipur,Senior Professional,531800,636,1,0.21,46160,1,1,1184100,119,4.6,4,0,0,Standard
1916,44,Female,Lucknow,Retired,716700,825,3,0.26,51710,1,0,0,0,0.6,3,0,0,Silver
1917,32,Female,Mumbai,Unemployed,1671400,677,4,0.23,38230,4,1,50000,135,8.2,3,0,0,Silver
1918,43,Female,Chennai,Manager,1165800,619,1,0.18,41180,0,0,0,0,5.9,1,0,0,Standard
1919,41,Female,Pune,Manager,1319400,599,0,0.16,53550,1,1,903900,108,2.1,2,0,0,Standard
1920,45,Male,Jaipur,Retired,483400,730,0,0.44,12140,1,1,1173200,211,2.7,3,1,0,Standard
1921,38,Male,Hyderabad,Unemployed,624500,658,1,0.17,21920,0,1,1268400,172,4.4,6,0,0,Silver
1922,45,Male,Ahmedabad,Junior Professional,627400,797,3,0.11,36460,0,0,0,0,7.0,1,0,0,Silver
1923,60,Female,Ahmedabad,Senior Professional,973800,663,1,0.26,35830,1,1,50000,45,1.3,2,0,1,Silver
1924,40,Male,Pune,Junior Professional,830400,793,1,0.33,6580,3,1,1743000,137,1.6,3,0,0,Standard
1925,36,Female,Bengaluru,Junior Professional,704200,570,1,0.39,50240,0,1,1542300,180,6.0,2,1,0,Standard
1926,24,Male,Mumbai,Junior Professional,754400,541,1,0.21,63790,0,1,532200,72,2.4,3,0,0,Standard
1927,36,Female,Chennai,Manager,582400,746,2,0.25,62270,1,0,0,0,3.1,0,0,0,Standard
1928,24,Female,Delhi,Self-Employed,828100,643,0,0.38,21130,1,1,969200,81,5.2,3,0,0,Standard
1929,27,Female,Kolkata,Retired,1345300,659,0,0.43,52000,0,0,0,0,0.0,1,0,0,Silver
1930,67,Male,Bengaluru,Senior Professional,294700,599,2,0.47,26940,1,0,0,0,6.9,2,1,1,Standard
1931,22,Other,Jaipur,Senior Professional,1038600,593,0,0.38,36410,1,1,409300,31,2.1,2,1,1,Standard
1932,43,Male,Jaipur,Junior Professional,1452000,731,2,0.12,57040,0,0,0,0,10.4,4,0,0,Gold
1933,61,Male,Jaipur,Junior Professional,826700,678,3,0.21,61810,1,1,889000,221,10.1,0,0,0,Silver
1934,67,Male,Kolkata,Junior Professional,688400,595,2,0.47,26160,1,0,0,0,8.7,0,0,0,Standard
1935,25,Male,Delhi,Retired,1269700,743,1,0.53,24610,1,0,0,0,1.7,2,0,0,Silver
1936,26,Female,Lucknow,Junior Professional,506300,774,2,0.31,64970,0,0,0,0,0.8,4,1,0,Standard
1937,37,Male,Mumbai,Self-Employed,890900,671,3,0.3,32980,0,1,376300,188,3.4,3,0,1,Silver
1938,46,Male,Pune,Junior Professional,484100,760,1,0.2,1000,1,1,668600,64,6.9,2,0,0,Standard
1939,67,Female,Jaipur,Manager,152000,600,2,0.49,43800,2,1,50000,203,6.8,4,0,0,Standard
1940,28,Female,Mumbai,Retired,839200,726,3,0.19,18970,1,1,50000,185,3.6,1,0,0,Standard
1941,26,Female,Chennai,Retired,394600,693,1,0.56,29310,2,1,647500,194,0.0,2,0,0,Standard
1942,31,Female,Chennai,Junior Professional,895300,617,3,0.31,46860,0,0,0,0,4.7,3,0,1,Standard
1943,63,Male,Delhi,Retired,1346000,844,1,0.22,1000,0,1,50000,34,0.0,3,0,0,Standard
1944,19,Female,Delhi,Junior Professional,1641700,699,1,0.11,50280,0,1,1072100,17,5.1,1,0,0,Silver
1945,37,Male,Lucknow,Self-Employed,937400,633,1,0.29,4700,0,0,0,0,4.1,2,1,0,Standard
1946,24,Male,Lucknow,Student,1307700,682,5,0.3,20140,0,0,0,0,0.9,1,0,0,Silver
1947,26,Male,Mumbai,Manager,1059600,610,2,0.28,41360,1,1,941100,60,9.9,1,0,1,Standard
1948,65,Female,Bengaluru,Self-Employed,746800,587,1,0.32,10390,0,0,0,0,4.5,2,0,0,Standard
1949,18,Male,Hyderabad,Unemployed,130100,644,4,0.49,10460,0,0,0,0,6.5,0,0,0,Standard
1950,34,Female,Delhi,Unemployed,1550600,649,1,0.39,41700,0,1,50000,153,7.6,2,1,1,Standard
1951,65,Male,Mumbai,Junior Professional,480400,616,2,0.34,45590,2,1,2021700,204,1.8,2,0,0,Standard
1952,49,Male,Pune,Unemployed,1453100,780,4,0.46,31450,2,1,859900,103,5.0,3,1,0,Silver
1953,21,Male,Chennai,Junior Professional,1114700,619,4,0.21,47390,0,1,891200,121,0.0,4,0,1,Standard
1954,42,Male,Jaipur,Junior Professional,509600,605,1,0.41,115570,3,1,718300,131,3.8,2,0,0,Standard
1955,68,Male,Bengaluru,Student,1024800,585,1,0.4,5200,0,1,1641800,101,1.9,1,0,0,Standard
1956,38,Female,Pune,Junior Professional,1753200,577,1,0.5,1000,0,0,0,0,3.9,2,0,1,Standard
1957,45,Female,Hyderabad,Junior Professional,1514300,762,2,0.16,57470,1,1,50000,194,3.7,1,0,0,Gold
1958,45,Male,Mumbai,Self-Employed,694900,701,4,0.22,11350,0,1,380800,72,1.7,3,0,0,Standard
1959,52,Female,Ahmedabad,Junior Professional,615200,735,3,0.22,42390,3,0,0,0,7.2,3,1,0,Silver
1960,27,Male,Ahmedabad,Manager,940100,761,1,0.38,47140,1,0,0,0,5.8,3,0,0,Silver
1961,61,Male,Kolkata,Junior Professional,833800,653,2,0.35,34310,2,1,341700,159,3.8,4,0,0,Silver
1962,69,Male,Mumbai,Self-Employed,1379900,798,2,0.39,40560,0,0,0,0,12.4,0,0,0,Gold
1963,25,Female,Kolkata,Junior Professional,1195800,630,1,0.07,69190,0,1,1313400,132,0.6,2,1,0,Standard
1964,60,Male,Kolkata,Junior Professional,223100,592,1,0.5,22760,0,0,0,0,0.2,6,0,0,Standard
1965,60,Female,Chennai,Self-Employed,1083500,710,2,0.35,60540,0,0,0,0,8.9,4,0,0,Silver
1966,56,Male,Kolkata,Retired,828400,692,1,0.39,8800,0,1,476200,111,7.1,3,0,0,Standard
1967,37,Female,Delhi,Retired,914800,691,2,0.36,42020,1,0,0,0,7.9,2,1,0,Silver
1968,42,Male,Bengaluru,Senior Professional,999600,761,2,0.24,44740,0,0,0,0,8.8,4,0,0,Silver
1969,61,Female,Delhi,Retired,1379500,688,2,0.38,33470,0,0,0,0,8.7,2,0,0,Silver
1970,25,Female,Chennai,Manager,1291100,705,2,0.33,54400,1,0,0,0,1.6,2,0,1,Silver
1971,61,Male,Jaipur,Retired,600100,789,4,0.33,35870,1,1,1058800,93,3.8,3,0,0,Silver
1972,65,Male,Mumbai,Student,876600,701,2,0.38,41650,1,1,1574100,185,6.5,2,0,0,Silver
1973,53,Female,Chennai,Student,720600,720,3,0.31,20880,1,1,1362900,193,0.0,2,0,0,Silver
1974,35,Other,Bengaluru,Student,227300,567,1,0.16,15040,0,0,0,0,2.0,2,0,0,Standard
1975,47,Female,Lucknow,Self-Employed,856300,900,1,0.3,14540,0,1,456300,27,9.9,4,0,0,Standard
1976,20,Male,Kolkata,Junior Professional,1637900,553,5,0.52,22740,1,0,0,0,0.5,4,0,0,Standard
1977,66,Female,Bengaluru,Junior Professional,215200,637,3,0.25,9380,1,1,50000,63,5.8,3,0,0,Standard
1978,35,Male,Bengaluru,Manager,890400,634,3,0.33,72350,2,1,207600,169,4.4,2,0,0,Standard
1979,20,Male,Pune,Retired,877500,849,1,0.42,28840,1,0,0,0,5.7,2,0,0,Silver
1980,59,Female,Mumbai,Manager,1015100,632,0,0.57,34820,1,0,0,0,0.2,1,1,0,Standard
1981,52,Female,Mumbai,Self-Employed,514900,715,2,0.29,12050,1,0,0,0,5.8,1,0,0,Standard
1982,50,Female,Kolkata,Junior Professional,330000,635,3,0.17,75890,3,1,496900,34,0.0,3,0,0,Standard
1983,20,Female,Jaipur,Retired,348600,597,1,0.4,29900,2,0,0,0,3.2,2,0,0,Standard
1984,57,Male,Ahmedabad,Student,1432400,726,3,0.22,23220,0,1,1199000,180,3.8,4,0,0,Silver
1985,51,Female,Delhi,Junior Professional,506900,622,0,0.36,25060,2,0,0,0,5.0,3,0,0,Standard
1986,59,Male,Jaipur,Senior Professional,700200,697,4,0.39,30780,0,1,667900,205,8.1,0,0,0,Silver
1987,61,Male,Bengaluru,Junior Professional,1741900,730,2,0.26,28920,0,1,1108600,73,1.4,4,0,0,Silver
1988,29,Male,Jaipur,Self-Employed,606300,833,1,0.29,8080,0,1,153400,22,7.2,2,0,1,Standard
1989,28,Female,Bengaluru,Self-Employed,1037000,579,0,0.42,52200,1,1,907300,180,8.8,2,0,0,Standard
1990,66,Male,Chennai,Junior Professional,1325500,668,0,0.45,12720,2,1,936400,78,1.9,2,0,0,Standard
1991,45,Male,Lucknow,Student,1306300,671,3,0.33,51190,0,1,50000,189,0.0,2,0,1,Silver
1992,40,Female,Chennai,Student,367400,680,1,0.34,8390,0,1,133700,101,3.2,1,0,0,Standard
1993,32,Female,Kolkata,Student,614700,886,2,0.19,38460,0,1,403900,236,7.9,3,0,0,Silver
1994,51,Female,Pune,Retired,1020900,666,2,0.33,14510,0,1,503800,99,8.2,2,0,0,Standard
1995,57,Female,Mumbai,Manager,1671600,478,2,0.27,20440,0,0,0,0,1.9,1,0,1,Standard
1996,18,Male,Ahmedabad,Junior Professional,595400,664,3,0.33,44620,1,0,0,0,4.7,4,0,0,Standard
1997,46,Female,Hyderabad,Junior Professional,702600,671,3,0.49,58620,0,0,0,0,6.6,1,0,0,Silver
1998,69,Female,Chennai,Unemployed,1067800,661,0,0.18,71450,0,0,0,0,7.4,3,0,0,Silver
1999,32,Female,Hyderabad,Unemployed,1147900,623,4,0.46,42460,0,1,1369200,35,6.6,2,0,0,Standard
2000,32,Female,Lucknow,Retired,1172100,574,4,0.34,34890,0,0,0,0,8.8,4,0,1,Standard
2001,63,Male,Pune,Junior Professional,561500,853,1,0.32,15730,1,0,0,0,6.8,3,0,1,Standard
2002,21,Male,Kolkata,Manager,687200,705,5,0.22,1000,1,0,0,0,4.1,4,0,0,Standard
2003,38,Female,Pune,Junior Professional,986200,665,2,0.35,47410,2,1,50000,216,5.1,0,0,0,Silver
2004,41,Male,Hyderabad,Self-Employed,1404900,850,0,0.58,29930,1,1,50000,23,5.0,2,0,0,Silver
2005,59,Male,Pune,Senior Professional,804600,611,3,0.01,35180,0,1,50000,115,6.4,2,0,0,Standard
2006,24,Female,Ahmedabad,Self-Employed,891100,728,1,0.09,27040,2,1,401700,89,0.0,3,0,0,Silver
2007,40,Female,Mumbai,Student,489600,580,3,0.3,20640,1,1,917800,47,2.3,4,0,0,Standard
2008,25,Female,Delhi,Self-Employed,1645300,740,2,0.36,48530,0,0,0,0,5.4,0,0,0,Gold
2009,58,Female,Delhi,Junior Professional,961700,589,1,0.43,69100,1,0,0,0,7.0,3,0,0,Standard
2010,50,Female,Lucknow,Unemployed,1331100,718,2,0.37,11000,2,1,1653200,158,7.2,1,0,0,Standard
2011,43,Female,Pune,Junior Professional,912000,836,3,0.12,1000,1,1,252100,63,0.0,2,0,0,Standard
2012,38,Female,Hyderabad,Self-Employed,934100,687,1,0.39,30300,1,1,1612900,158,8.1,1,0,0,Silver
2013,25,Male,Delhi,Junior Professional,299900,505,3,0.3,20640,0,0,0,0,4.7,6,0,0,Standard
2014,65,Female,Kolkata,Self-Employed,120000,683,3,0.43,58670,0,1,1086400,77,0.0,3,0,0,Standard
2015,51,Male,Pune,Self-Employed,1400800,718,1,0.23,45120,2,0,0,0,2.1,2,0,1,Silver
2016,34,Male,Kolkata,Senior Professional,931200,752,7,0.14,72910,1,1,1505800,230,0.0,2,0,0,Silver
2017,39,Male,Ahmedabad,Junior Professional,982600,798,2,0.27,56560,0,0,0,0,5.3,3,0,0,Silver
2018,55,Female,Mumbai,Senior Professional,400400,802,1,0.38,37100,2,1,189700,24,3.0,2,0,0,Standard
2019,55,Female,Kolkata,Junior Professional,538800,670,1,0.37,37950,0,1,50000,39,2.6,3,1,0,Standard
2020,41,Female,Ahmedabad,Self-Employed,1324900,627,1,0.32,42830,0,0,0,0,11.5,3,0,0,Standard
2021,33,Female,Bengaluru,Student,1596100,591,2,0.25,16800,1,1,1032700,141,6.0,2,0,0,Standard
2022,52,Female,Hyderabad,Student,651500,637,1,0.3,43700,0,1,791800,151,7.5,3,1,0,Standard
2023,52,Male,Pune,Junior Professional,1168600,718,1,0.5,62410,1,1,2544400,120,3.5,2,0,0,Silver
2024,49,Female,Hyderabad,Junior Professional,976000,572,2,0.63,22360,0,1,1125700,87,4.4,1,0,0,Standard
2025,21,Female,Lucknow,Junior Professional,851800,606,4,0.37,30160,2,0,0,0,4.0,3,0,0,Standard
2026,42,Female,Mumbai,Self-Employed,1640800,725,0,0.44,48130,1,1,50000,186,7.3,4,1,1,Gold
2027,49,Male,Delhi,Student,718700,628,2,0.23,64980,0,0,0,0,7.3,1,0,0,Standard
2028,67,Male,Jaipur,Retired,1396300,710,0,0.48,20150,0,0,0,0,4.6,5,0,0,Silver
2029,45,Female,Kolkata,Self-Employed,1052600,615,5,0.28,39890,0,1,987100,181,1.5,1,0,0,Standard
2030,35,Male,Jaipur,Senior Professional,893200,703,2,0.17,34370,1,1,840300,65,8.6,3,0,1,Silver
2031,46,Male,Mumbai,Unemployed,1448800,618,1,0.46,29520,1,0,0,0,4.6,5,0,0,Standard
2032,27,Male,Delhi,Manager,1016100,528,1,0.33,1000,0,0,0,0,0.0,1,1,0,Standard
2033,22,Male,Jaipur,Manager,861400,756,3,0.49,20120,0,0,0,0,12.2,1,0,0,Silver
2034,53,Male,Jaipur,Junior Professional,1451800,624,4,0.42,10450,1,0,0,0,5.4,4,0,0,Standard
2035,69,Other,Jaipur,Self-Employed,1399700,660,2,0.16,32310,0,1,2505400,151,4.5,4,0,0,Silver
2036,61,Female,Jaipur,Junior Professional,1380800,625,1,0.34,25940,0,0,0,0,0.0,0,0,1,Standard
2037,48,Female,Bengaluru,Manager,120000,724,3,0.21,11220,2,1,2050100,102,6.8,1,0,0,Standard
2038,20,Male,Mumbai,Junior Professional,1076100,707,1,0.47,29670,1,0,0,0,0.0,2,0,0,Silver
2039,69,Male,Bengaluru,Senior Professional,984800,723,1,0.33,72310,0,1,413800,44,10.0,2,0,0,Silver
2040,41,Male,Lucknow,Manager,886100,636,1,0.24,21740,1,1,779700,21,0.0,3,1,0,Standard
2041,33,Male,Pune,Junior Professional,1143900,676,2,0.08,27250,4,1,117000,235,6.9,3,0,0,Silver
2042,64,Male,Mumbai,Junior Professional,1004200,713,3,0.46,30480,2,0,0,0,9.1,0,1,0,Silver
2043,56,Female,Ahmedabad,Unemployed,1171100,804,1,0.28,20430,0,0,0,0,5.0,4,0,0,Silver
2044,56,Other,Jaipur,Junior Professional,792800,705,3,0.29,3450,1,1,1075600,130,4.6,1,1,0,Standard
2045,32,Female,Delhi,Junior Professional,1499300,600,3,0.38,71190,0,0,0,0,5.2,3,0,0,Standard
2046,69,Male,Pune,Senior Professional,1211600,701,4,0.21,1000,1,1,522700,221,0.0,0,0,0,Standard
2047,41,Male,Ahmedabad,Retired,1117000,667,3,0.14,1000,0,0,0,0,2.5,1,0,0,Standard
2048,45,Male,Lucknow,Self-Employed,1097500,520,2,0.34,49980,0,1,886700,105,5.1,1,0,0,Standard
2049,57,Male,Kolkata,Manager,1362900,532,1,0.21,1000,0,1,376400,136,7.0,5,0,1,Standard
2050,52,Female,Hyderabad,Unemployed,1308700,675,0,0.31,50420,0,1,2708900,18,7.0,2,0,0,Silver
2051,26,Male,Lucknow,Self-Employed,854900,681,2,0.22,52220,0,1,50000,182,1.0,3,1,1,Silver
2052,33,Female,Hyderabad,Unemployed,1296100,656,1,0.16,18970,0,0,0,0,6.7,3,0,0,Standard
2053,36,Female,Kolkata,Self-Employed,969600,751,6,0.12,35830,1,0,0,0,6.5,3,1,1,Silver
2054,67,Male,Jaipur,Unemployed,1666800,605,4,0.33,33990,2,0,0,0,0.0,2,0,0,Standard
2055,55,Male,Pune,Manager,1339100,569,1,0.45,18900,3,1,534400,106,0.0,2,0,0,Standard
2056,37,Male,Ahmedabad,Junior Professional,649800,614,3,0.44,22700,1,1,414700,146,7.2,3,0,0,Standard
2057,56,Male,Jaipur,Student,1832300,631,1,0.32,31860,1,1,1010900,116,4.2,3,0,0,Standard
2058,56,Female,Kolkata,Junior Professional,120000,675,3,0.49,25660,0,0,0,0,7.9,5,0,0,Standard
2059,38,Female,Chennai,Manager,1154900,616,2,0.26,46510,1,1,1496900,15,10.5,0,0,1,Standard
2060,38,Female,Kolkata,Retired,621500,509,1,0.42,31990,0,1,944000,231,8.3,4,0,0,Standard
2061,64,Female,Chennai,Self-Employed,1652900,474,1,0.26,44030,0,1,698600,88,2.6,3,1,0,Standard
2062,47,Male,Kolkata,Self-Employed,1001100,690,2,0.23,27240,0,1,875600,46,2.9,5,1,0,Silver
2063,25,Male,Mumbai,Self-Employed,582500,590,2,0.42,47800,0,0,0,0,3.9,5,0,0,Standard
2064,55,Male,Mumbai,Retired,793400,520,1,0.37,52680,0,1,1596900,174,6.1,2,0,0,Standard
2065,48,Male,Chennai,Self-Employed,614400,730,2,0.4,1000,0,0,0,0,8.1,3,0,0,Standard
2066,44,Female,Delhi,Junior Professional,777700,804,0,0.14,42560,1,1,926800,53,0.0,2,0,0,Silver
2067,55,Male,Ahmedabad,Senior Professional,768500,672,1,0.44,21110,1,1,1351500,20,4.7,4,0,0,Silver
2068,65,Male,Delhi,Senior Professional,599500,701,4,0.4,26220,1,0,0,0,7.2,4,1,0,Standard
2069,35,Male,Chennai,Junior Professional,1008000,702,0,0.27,41260,1,0,0,0,8.3,2,1,0,Silver
2070,39,Male,Delhi,Junior Professional,1056500,495,5,0.39,37450,0,1,712200,41,8.3,3,0,0,Standard
2071,27,Female,Lucknow,Junior Professional,501500,751,2,0.45,30330,0,1,278700,166,0.0,2,0,0,Standard
2072,51,Male,Jaipur,Junior Professional,236700,779,0,0.23,48230,0,1,1240100,40,0.0,1,0,0,Standard
2073,38,Male,Mumbai,Junior Professional,1024400,827,2,0.23,38590,0,1,820300,127,5.8,3,0,0,Gold
2074,35,Male,Hyderabad,Retired,1112800,645,3,0.29,19830,0,1,125400,14,9.8,3,0,0,Standard
2075,54,Female,Lucknow,Senior Professional,1192100,589,2,0.05,56970,1,0,0,0,5.1,3,0,0,Standard
2076,39,Female,Chennai,Unemployed,1120500,789,1,0.36,56290,0,0,0,0,4.2,1,0,0,Gold
2077,42,Female,Jaipur,Student,1529100,720,1,0.43,35270,2,0,0,0,0.4,2,0,0,Gold
2078,40,Male,Mumbai,Retired,1298800,750,1,0.39,23830,1,0,0,0,2.0,0,0,0,Silver
2079,31,Male,Chennai,Self-Employed,1971900,628,2,0.38,19570,0,0,0,0,1.3,3,1,0,Standard
2080,24,Female,Jaipur,Retired,2140300,702,2,0.44,68460,2,1,687100,193,3.4,3,0,0,Silver
2081,61,Male,Delhi,Manager,196800,596,3,0.31,31310,2,1,451900,55,2.2,1,1,0,Standard
2082,22,Male,Mumbai,Self-Employed,120000,680,0,0.13,37910,0,0,0,0,6.2,1,0,0,Standard
2083,34,Female,Ahmedabad,Senior Professional,897000,652,3,0.34,43440,0,0,0,0,8.3,3,0,0,Silver
2084,52,Male,Mumbai,Senior Professional,1101700,867,1,0.48,1000,1,1,1605400,103,3.3,4,0,0,Standard
2085,24,Male,Hyderabad,Self-Employed,869600,724,2,0.36,16680,0,0,0,0,2.6,1,0,0,Standard
2086,52,Female,Jaipur,Student,1181400,508,5,0.28,79030,0,0,0,0,2.4,2,0,0,Standard
2087,56,Female,Jaipur,Student,791900,680,4,0.41,1000,1,1,447600,125,9.9,0,0,0,Standard
2088,52,Male,Delhi,Retired,622400,709,4,0.37,5070,0,1,1239900,104,0.7,4,0,0,Standard
2089,33,Male,Chennai,Junior Professional,682800,642,3,0.29,26010,1,1,315200,43,4.7,4,0,1,Standard
2090,19,Female,Ahmedabad,Self-Employed,819900,592,1,0.33,15160,0,1,519000,232,0.6,1,0,0,Standard
2091,64,Male,Hyderabad,Junior Professional,1237400,733,2,0.28,19980,1,1,50000,156,0.0,1,0,0,Standard
2092,34,Male,Hyderabad,Senior Professional,705300,603,0,0.39,11900,0,1,712100,105,2.9,2,1,0,Standard
2093,59,Female,Pune,Junior Professional,784400,726,1,0.21,31560,2,1,1687800,179,4.5,3,0,0,Silver
2094,28,Female,Ahmedabad,Senior Professional,1128100,596,3,0.36,42140,0,1,820900,113,1.3,1,0,0,Standard
2095,26,Female,Mumbai,Unemployed,820500,637,4,0.42,43010,0,1,50000,67,1.0,1,0,0,Standard
2096,58,Male,Mumbai,Retired,1346700,756,0,0.35,18560,4,1,2041800,206,0.3,4,1,0,Standard
2097,66,Male,Delhi,Junior Professional,532200,719,1,0.35,54450,3,0,0,0,3.3,0,0,0,Standard
2098,62,Female,Hyderabad,Senior Professional,445500,683,3,0.33,37860,1,1,829700,130,3.6,0,0,1,Standard
2099,57,Female,Bengaluru,Unemployed,1021900,678,0,0.38,56420,0,1,1001900,146,8.8,2,0,0,Silver
2100,30,Male,Chennai,Junior Professional,1061700,687,2,0.28,40760,0,1,1321200,109,7.0,5,0,0,Silver
2101,65,Female,Hyderabad,Junior Professional,554000,617,1,0.3,29770,0,1,1084900,125,4.0,2,0,0,Standard
2102,52,Male,Kolkata,Senior Professional,1437400,559,1,0.21,30260,1,1,717000,48,0.1,1,0,1,Standard
2103,26,Female,Hyderabad,Self-Employed,1670000,726,4,0.29,42050,1,1,793200,33,0.4,3,0,0,Gold
2104,24,Female,Jaipur,Senior Professional,648900,802,1,0.08,60250,0,1,381800,175,5.8,4,0,0,Silver
2105,63,Male,Hyderabad,Student,1494900,728,1,0.32,37500,0,1,176900,50,11.5,4,1,0,Gold
2106,32,Female,Bengaluru,Retired,120000,700,2,0.39,39180,0,0,0,0,3.5,3,0,0,Standard
2107,57,Female,Jaipur,Retired,1330400,583,3,0.31,46300,1,1,1730400,150,0.0,3,1,0,Standard
2108,25,Male,Kolkata,Self-Employed,556900,750,2,0.43,1000,0,1,162700,216,6.4,3,1,0,Standard
2109,32,Male,Mumbai,Self-Employed,1290400,719,3,0.48,6390,1,1,50000,33,7.9,3,0,0,Standard
2110,32,Female,Delhi,Retired,515500,741,3,0.32,39360,1,1,907800,140,5.3,5,0,0,Standard
2111,32,Male,Mumbai,Self-Employed,872600,763,3,0.2,15880,1,1,1414200,151,4.0,2,0,0,Standard
2112,53,Male,Ahmedabad,Self-Employed,576000,807,0,0.45,29720,0,0,0,0,1.8,2,0,0,Standard
2113,65,Male,Kolkata,Senior Professional,814400,591,0,0.43,34730,1,1,215700,166,1.3,4,0,0,Standard
2114,65,Female,Lucknow,Junior Professional,1632000,577,2,0.37,83250,0,0,0,0,5.6,3,0,0,Standard
2115,56,Male,Hyderabad,Unemployed,856800,692,3,0.26,31470,4,1,901200,231,1.3,5,1,0,Silver
